Entry	Protein names	Length	Subcellular location [CC]	mark
P21815	Bone sialoprotein 2 (Bone sialoprotein II) (BSP II) (Cell-binding sialoprotein) (Integrin-binding sialoprotein)	317	Secreted.	
P21860	Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)	1342	[Isoform 1]: Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.	
P21926	CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9)	228	"Cell membrane {ECO:0000269|PubMed:19640571}; Multi-pass membrane protein {ECO:0000269|PubMed:19640571}. Membrane {ECO:0000269|PubMed:19640571}; Multi-pass membrane protein {ECO:0000269|PubMed:19640571}. Secreted, extracellular exosome {ECO:0000250|UniProtKB:P40240}. Note=Present at the cell surface of oocytes. Accumulates in the adhesion area between the sperm and egg following interaction between IZUMO1 and its receptor IZUMO1R/JUNO. {ECO:0000250|UniProtKB:P40240}."	
P21941	Cartilage matrix protein (Matrilin-1)	496	"Secreted, extracellular space, extracellular matrix."	
P21980	Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (Erythrocyte transglutaminase) (Heart G alpha(h)) (hhG alpha(h)) (Isopeptidase TGM2) (EC 3.4.-.-) (Protein G alpha(h)) (G(h)) (Protein-glutamine deamidase TGM2) (EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2) (EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2) (EC 2.3.1.-) (Tissue transglutaminase) (tTG) (tTgase) (Transglutaminase C) (TG(C)) (TGC) (TGase C) (Transglutaminase H) (TGase H) (Transglutaminase II) (TGase II) (Transglutaminase-2) (TG2) (TGase-2) (hTG2)	687	"Cytoplasm, cytosol {ECO:0000269|PubMed:24349085, ECO:0000269|PubMed:29618516, ECO:0000269|PubMed:9575137}. Nucleus {ECO:0000269|PubMed:29618516, ECO:0000269|PubMed:9575137}. Chromosome {ECO:0000269|PubMed:9575137}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:12506096, ECO:0000269|PubMed:1683874}. Cell membrane {ECO:0000250|UniProtKB:Q9WVJ6}. Mitochondrion {ECO:0000269|PubMed:24349085}. Note=Mainly localizes to the cytosol (PubMed:9575137). Present at much lower level in the nucleus and chromatin (PubMed:9575137). Also secreted via a non-classical secretion pathway to the extracellular matrix (PubMed:27270573). {ECO:0000269|PubMed:9575137, ECO:0000303|PubMed:27270573}.; [Isoform 2]: Cytoplasm, perinuclear region {ECO:0000269|PubMed:17116873}."	
P22003	Bone morphogenetic protein 5 (BMP-5)	454	Secreted.	
P22105	Tenascin-X (TN-X) (Hexabrachion-like protein)	4244	"Secreted, extracellular space, extracellular matrix."	
P22301	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	178	Secreted.	
P22303	Acetylcholinesterase (AChE) (EC 3.1.1.7)	614	"Cell junction, synapse {ECO:0000269|PubMed:11985878, ECO:0000269|PubMed:1748670}. Secreted {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.; [Isoform T]: Nucleus. Note=Only observed in apoptotic nuclei.; [Isoform H]: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}; Extracellular side {ECO:0000250}."	
P22352	Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Extracellular glutathione peroxidase) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)	226	Secreted.	
P22362	C-C motif chemokine 1 (Small-inducible cytokine A1) (T lymphocyte-secreted protein I-309)	96	Secreted.	
P22413	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 (E-NPP 1) (Membrane component chromosome 6 surface marker 1) (Phosphodiesterase I/nucleotide pyrophosphatase 1) (Plasma-cell membrane glycoprotein PC-1) [Cleaved into: Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form] [Includes: Alkaline phosphodiesterase I (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]"	925	"[Ectonucleotide pyrophosphatase/phosphodiesterase family member 1]: Cell membrane {ECO:0000269|PubMed:15072822, ECO:0000269|PubMed:27467858, ECO:0000269|PubMed:8001561}; Single-pass type II membrane protein. Basolateral cell membrane {ECO:0000269|PubMed:11598187}; Single-pass type II membrane protein. Note=Targeted to the basolateral membrane in polarized epithelial cells and in hepatocytes, and to matrix vesicles in osteoblasts (PubMed:11598187). In bile duct cells and cancer cells, located to the apical cytoplasmic side (PubMed:11598187). {ECO:0000269|PubMed:11598187}.; [Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form]: Secreted {ECO:0000250|UniProtKB:P06802}. Note=Secreted following proteolytic cleavage. {ECO:0000250|UniProtKB:P06802}."	
P22455	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	802	"Cell membrane; Single-pass type I membrane protein. Endosome. Endoplasmic reticulum. Note=Internalized from the cell membrane to recycling endosomes, and from there back to the cell membrane.; [Isoform 2]: Secreted.; [Isoform 3]: Cytoplasm {ECO:0000269|PubMed:11781352}."	
P22607	Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333)	806	[Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cytoplasmic vesicle. Endoplasmic reticulum. Note=The activated receptor is rapidly internalized and degraded. Detected in intracellular vesicles after internalization of the autophosphorylated receptor.; [Isoform 2]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; [Isoform 3]: Secreted.; [Isoform 4]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	353	"Nucleus {ECO:0000269|PubMed:31320558}. Nucleus, nucleoplasm {ECO:0000269|PubMed:17289661}. Cytoplasm {ECO:0000269|PubMed:31320558}. Cytoplasmic granule {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:24356509}. Secreted, extracellular exosome {ECO:0000269|PubMed:24356509}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs (PubMed:17289661). Component of ribonucleosomes (PubMed:17289661). Not found in the nucleolus (PubMed:17289661). Found in exosomes following sumoylation (PubMed:24356509). {ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:24356509}.; [Isoform A2]: Nucleus {ECO:0000269|PubMed:10772824, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:24098712}. Cytoplasm {ECO:0000269|PubMed:10772824, ECO:0000269|PubMed:17289661}. Note=Predominantly nucleoplasmic, however is also found in the cytoplasm of cells in some tissues (PubMed:17289661). {ECO:0000269|PubMed:17289661}."	
P22692	Insulin-like growth factor-binding protein 4 (IBP-4) (IGF-binding protein 4) (IGFBP-4)	258	Secreted.	
P22749	Granulysin (Lymphokine LAG-2) (Protein NKG5) (T-cell activation protein 519)	145	"Secreted. Note=Located in the cytotoxic granules of T-cells, which are released upon antigen stimulation."	
P22792	Carboxypeptidase N subunit 2 (Carboxypeptidase N 83 kDa chain) (Carboxypeptidase N large subunit) (Carboxypeptidase N polypeptide 2) (Carboxypeptidase N regulatory subunit)	545	Secreted.	
P22891	Vitamin K-dependent protein Z	400	Secreted.	
P23083	Immunoglobulin heavy variable 1-2 (Ig heavy chain V-I region ND) (Ig heavy chain V-I region V35)	117	"Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}."	
P23142	Fibulin-1 (FIBL-1)	703	"Secreted, extracellular space, extracellular matrix."	
P23280	Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI) (Salivary carbonic anhydrase) (Secreted carbonic anhydrase)	308	Secreted.	
P23352	Anosmin-1 (Adhesion molecule-like X-linked) (Kallmann syndrome protein)	680	Cell membrane {ECO:0000269|PubMed:8842728}; Peripheral membrane protein {ECO:0000269|PubMed:8842728}. Secreted {ECO:0000269|PubMed:8842728}. Note=Proteolytic cleavage may release it from the cell surface into the extracellular space.	
P23435	Cerebellin-1 (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin]	193	"Secreted {ECO:0000250|UniProtKB:Q9R171}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q9R171}."	
P23471	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (Protein-tyrosine phosphatase receptor type Z polypeptide 1) (Protein-tyrosine phosphatase receptor type Z polypeptide 2) (R-PTP-zeta-2)	2315	[Isoform 1]: Cell membrane; Single-pass type I membrane protein. Secreted {ECO:0000250}. Note=A secreted form is apparently generated by shedding of the extracellular domain. {ECO:0000250}.; [Isoform 2]: Secreted {ECO:0000305}.	
P23582	C-type natriuretic peptide [Cleaved into: CNP-22; CNP-29; CNP-53]	126	Secreted.	
P23946	Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease I)	247	Secreted. Cytoplasmic granule. Note=Mast cell granules.	
P24043	Laminin subunit alpha-2 (Laminin M chain) (Laminin-12 subunit alpha) (Laminin-2 subunit alpha) (Laminin-4 subunit alpha) (Merosin heavy chain)	3122	"Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component."	
P24071	Immunoglobulin alpha Fc receptor (IgA Fc receptor) (CD antigen CD89)	287	[Isoform A.1]: Cell membrane; Single-pass type I membrane protein.; [Isoform A.2]: Cell membrane; Single-pass type I membrane protein.; [Isoform A.3]: Cell membrane; Single-pass type I membrane protein.; [Isoform B]: Secreted.; [Isoform B-delta-S2]: Secreted.	
P24158	Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen)	256	"Cytoplasmic granule {ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:2033050, ECO:0000269|PubMed:3198760, ECO:0000269|PubMed:7897245, ECO:0000305|PubMed:17244676}. Secreted {ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:28240246}. Cell membrane {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246}; Peripheral membrane protein {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246}; Extracellular side {ECO:0000269|PubMed:17244676, ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246}. Membrane raft {ECO:0000269|PubMed:21193407}; Peripheral membrane protein {ECO:0000269|PubMed:21193407}; Extracellular side {ECO:0000269|PubMed:21193407}. Note=Localizes predominantly to azurophil granules (primary secretory granules) in neutrophils (PubMed:2033050, PubMed:3198760, PubMed:7897245, PubMed:18462208). Secreted upon neutrophil stimulation by TNF-alpha, lipopolysaccharide (LPS), fMLP and CXCL8/IL8 or during neutrophil transmigration (PubMed:22266279, PubMed:28240246). Following secretion tethered to the cell membrane by CD177 (PubMed:18462208, PubMed:22266279). {ECO:0000269|PubMed:18462208, ECO:0000269|PubMed:2033050, ECO:0000269|PubMed:22266279, ECO:0000269|PubMed:28240246, ECO:0000269|PubMed:3198760, ECO:0000269|PubMed:7897245}."	
P24387	Corticotropin-releasing factor-binding protein (CRF-BP) (CRF-binding protein) (Corticotropin-releasing hormone-binding protein) (CRH-BP)	322	Secreted.	
P24394	Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124) [Cleaved into: Soluble interleukin-4 receptor subunit alpha (Soluble IL-4 receptor subunit alpha) (Soluble IL-4R-alpha) (sIL4Ralpha/prot) (IL-4-binding protein) (IL4-BP)]	825	Cell membrane; Single-pass type I membrane protein.; [Isoform 2]: Secreted.	
P24593	Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5)	272	Secreted.	
P24821	Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C)	2201	"Secreted, extracellular space, extracellular matrix."	
P24855	Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I) (Dornase alfa)	282	"Secreted {ECO:0000269|PubMed:2277032}. Nucleus envelope. Note=Secretory protein, stored in zymogen granules and found in the nuclear envelope."	
P25067	Collagen alpha-2(VIII) chain (Endothelial collagen)	703	"Secreted, extracellular space, extracellular matrix, basement membrane."	
P25311	Zinc-alpha-2-glycoprotein (Zn-alpha-2-GP) (Zn-alpha-2-glycoprotein)	298	Secreted.	
P25391	Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha)	3075	"Secreted, extracellular space, extracellular matrix, basement membrane. Note=Major component."	
P25445	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	335	"[Isoform 1]: Cell membrane {ECO:0000269|PubMed:1713127, ECO:0000269|PubMed:25301068}; Single-pass type I membrane protein {ECO:0000305}. Membrane raft {ECO:0000269|PubMed:25301068}.; [Isoform 2]: Secreted.; [Isoform 3]: Secreted.; [Isoform 4]: Secreted.; [Isoform 5]: Secreted.; [Isoform 6]: Secreted."	
P25942	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CDw40) (CD antigen CD40)	277	[Isoform I]: Cell membrane; Single-pass type I membrane protein.; [Isoform II]: Secreted.	
P26022	Pentraxin-related protein PTX3 (Pentaxin-related protein PTX3) (Tumor necrosis factor alpha-induced protein 5) (TNF alpha-induced protein 5) (Tumor necrosis factor-inducible gene 14 protein) (TSG-14)	381	Secreted.	
P26447	Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4)	101	"Secreted {ECO:0000269|PubMed:26654597, ECO:0000269|PubMed:30713770}. Nucleus {ECO:0000269|PubMed:23752197}. Cytoplasm {ECO:0000250|UniProtKB:P07091}."	
P26583	High mobility group protein B2 (High mobility group protein 2) (HMG-2)	209	"Nucleus {ECO:0000269|PubMed:11909973, ECO:0000269|PubMed:12925773, ECO:0000269|PubMed:23877675}. Chromosome {ECO:0000269|PubMed:12925773}. Cytoplasm {ECO:0000269|PubMed:11909973, ECO:0000269|PubMed:23877675}. Secreted {ECO:0000269|PubMed:19811285, ECO:0000269|PubMed:23877675}. Note=In basal state predominantly nuclear. {ECO:0000305}."	
P26927	Hepatocyte growth factor-like protein (Macrophage stimulatory protein) (Macrophage-stimulating protein) (MSP) [Cleaved into: Hepatocyte growth factor-like protein alpha chain; Hepatocyte growth factor-like protein beta chain]	711	Secreted.	
P27169	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	355	"Secreted, extracellular space."	
P27352	Cobalamin binding intrinsic factor (Gastric intrinsic factor) (Intrinsic factor) (IF) (INF)	417	Secreted.	
P27487	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	766	"[Dipeptidyl peptidase 4 soluble form]: Secreted {ECO:0000269|PubMed:10951221, ECO:0000269|PubMed:16254193}. Note=Detected in the serum and the seminal fluid. {ECO:0000269|PubMed:10951221, ECO:0000269|PubMed:16254193}.; Cell membrane {ECO:0000269|PubMed:10900005, ECO:0000269|PubMed:11772392, ECO:0000305|PubMed:8101391}; Single-pass type II membrane protein. Apical cell membrane {ECO:0000269|PubMed:11773049}; Single-pass type II membrane protein. Cell projection, invadopodium membrane {ECO:0000269|PubMed:16651416}; Single-pass type II membrane protein. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:16651416}; Single-pass type II membrane protein. Cell junction {ECO:0000269|PubMed:11772392}. Membrane raft {ECO:0000269|PubMed:17287217}. Note=Translocated to the apical membrane through the concerted action of N- and O-Glycans and its association with lipid microdomains containing cholesterol and sphingolipids (PubMed:11773049). Redistributed to membrane rafts in T-cell in an interleukin-12-dependent activation (PubMed:12676959). Its interaction with CAV1 is necessary for its translocation to membrane rafts (PubMed:17287217). Colocalized with PTPRC in membrane rafts (PubMed:12676959). Colocalized with FAP in invadopodia and lamellipodia of migratory activated endothelial cells in collagenous matrix. Colocalized with FAP on endothelial cells of capillary-like microvessels but not large vessels within invasive breast ductal carcinoma (PubMed:16651416). Colocalized with ADA at the cell junction in lymphocyte-epithelial cell adhesion (PubMed:11772392). Colocalized with IGF2R in internalized cytoplasmic vesicles adjacent to the cell surface (PubMed:10900005). {ECO:0000269|PubMed:10900005, ECO:0000269|PubMed:11772392, ECO:0000269|PubMed:11773049, ECO:0000269|PubMed:12676959, ECO:0000269|PubMed:16651416, ECO:0000269|PubMed:17287217}."	
P27539	Embryonic growth/differentiation factor 1 (GDF-1)	372	Secreted.	
P27658	Collagen alpha-1(VIII) chain (Endothelial collagen) [Cleaved into: Vastatin]	744	"Secreted, extracellular space, extracellular matrix, basement membrane."	
P27797	Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60)	417	"Endoplasmic reticulum lumen {ECO:0000269|PubMed:10358038, ECO:0000269|PubMed:11149926}. Cytoplasm, cytosol {ECO:0000269|PubMed:11149926}. Secreted, extracellular space, extracellular matrix {ECO:0000305}. Cell surface {ECO:0000269|PubMed:10358038}. Sarcoplasmic reticulum lumen {ECO:0000250|UniProtKB:P28491}. Cytoplasmic vesicle, secretory vesicle, Cortical granule {ECO:0000250|UniProtKB:Q8K3H7}. Cytoplasmic granule {ECO:0000269|PubMed:8418194}. Note=Also found in cell surface (T cells), cytosol and extracellular matrix (PubMed:10358038). Associated with the lytic granules in the cytolytic T-lymphocytes (PubMed:8418194). During oocyte maturation and after parthenogenetic activation accumulates in cortical granules. In pronuclear and early cleaved embryos localizes weakly to cytoplasm around nucleus and more strongly in the region near the cortex (By similarity). In cortical granules of non-activated oocytes, is exocytosed during the cortical reaction in response to oocyte activation (By similarity). {ECO:0000250|UniProtKB:P28491, ECO:0000250|UniProtKB:Q8K3H7, ECO:0000269|PubMed:8418194}."	
P27930	"Interleukin-1 receptor type 2 (IL-1R-2) (IL-1RT-2) (IL-1RT2) (CD121 antigen-like family member B) (CDw121b) (IL-1 type II receptor) (Interleukin-1 receptor beta) (IL-1R-beta) (Interleukin-1 receptor type II) (CD antigen CD121b) [Cleaved into: Interleukin-1 receptor type 2, membrane form (mIL-1R2) (mIL-1RII); Interleukin-1 receptor type 2, soluble form (sIL-1R2) (sIL-1RII)]"	398	[Isoform Short]: Secreted {ECO:0000269|PubMed:8702856}.; [Isoform Long]: Cell membrane; Single-pass type I membrane protein.	
P29122	Proprotein convertase subtilisin/kexin type 6 (EC 3.4.21.-) (Paired basic amino acid cleaving enzyme 4) (Subtilisin-like proprotein convertase 4) (SPC4) (Subtilisin/kexin-like protease PACE4)	969	"[Isoform PACE4A-I]: Secreted.; [Isoform PACE4A-II]: Secreted.; [Isoform PACE4C]: Endoplasmic reticulum. Note=Not secreted, remains probably in zymogen form in endoplasmic reticulum.; [Isoform PACE4CS]: Endoplasmic reticulum. Note=Not secreted, remains probably in zymogen form in endoplasmic reticulum.; [Isoform PACE4E-I]: Endomembrane system; Peripheral membrane protein. Note=Retained intracellularly probably through a hydrophobic cluster in their C-terminus.; [Isoform PACE4E-II]: Endomembrane system; Peripheral membrane protein. Note=Retained intracellularly probably through a hydrophobic cluster in their C-terminus.; [Isoform PACE4B]: Secreted."	
P29320	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)	983	[Isoform 1]: Cell membrane {ECO:0000269|PubMed:11870224}; Single-pass type I membrane protein {ECO:0000255}.; [Isoform 2]: Secreted {ECO:0000269|PubMed:21135139}.	
P29400	Collagen alpha-5(IV) chain	1685	"Secreted, extracellular space, extracellular matrix, basement membrane."	
P29460	Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40) (NK cell stimulatory factor chain 2) (NKSF2)	328	Secreted.	
P29622	Kallistatin (Kallikrein inhibitor) (Peptidase inhibitor 4) (PI-4) (Serpin A4)	427	Secreted.	
P29965	"CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]"	261	"Cell membrane {ECO:0000269|PubMed:8626375}; Single-pass type II membrane protein {ECO:0000303|PubMed:8626375}. Cell surface {ECO:0000269|PubMed:15067037, ECO:0000269|PubMed:7678552}.; [CD40 ligand, soluble form]: Secreted {ECO:0000269|PubMed:8626375}. Note=Release of soluble CD40L from platelets is partially regulated by GP IIb/IIIa, actin polymerization, and a matrix metalloproteinases (MMP) inhibitor-sensitive pathway. {ECO:0000269|PubMed:15193700}."	
P30203	T-cell differentiation antigen CD6 (T12) (TP120) (CD antigen CD6) [Cleaved into: Soluble CD6]	668	"Cell membrane {ECO:0000269|PubMed:15048703, ECO:0000269|PubMed:15294938, ECO:0000269|PubMed:16352806, ECO:0000269|PubMed:16914752, ECO:0000269|PubMed:17371992, ECO:0000269|PubMed:17601777, ECO:0000269|PubMed:24945728, ECO:0000269|PubMed:9013954}; Single-pass type I membrane protein {ECO:0000269|PubMed:17371992}. Note=Detected at the immunological synapse, i.e, at the contact zone between antigen-presenting dendritic cells and T-cells (PubMed:15294938, PubMed:16352806). Colocalizes with the TCR/CD3 complex at the immunological synapse (PubMed:15294938). {ECO:0000269|PubMed:15294938}.; [Soluble CD6]: Secreted {ECO:0000269|PubMed:17601777}. Note=The origins of the secreted form are not clear, but it might be created by proteolytic shedding of the ectodomain. {ECO:0000305}."	
P30990	Neurotensin/neuromedin N [Cleaved into: Large neuromedin N (NmN-125); Neuromedin N (NN) (NmN); Neurotensin (NT); Tail peptide]	170	"Secreted. Cytoplasmic vesicle, secretory vesicle. Note=Packaged within secretory vesicles."	
P31025	Lipocalin-1 (Tear lipocalin) (Tlc) (Tear prealbumin) (TP) (von Ebner gland protein) (VEG protein)	176	Secreted.	
P31371	Fibroblast growth factor 9 (FGF-9) (Glia-activating factor) (GAF) (Heparin-binding growth factor 9) (HBGF-9)	208	Secreted.	
P31431	Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)	198	[Isoform 1]: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:9169435}. Note=Shedding of the ectodomain produces a soluble form. {ECO:0000269|PubMed:9169435}.; [Isoform 2]: Secreted.	
P31947	14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin)	248	Cytoplasm. Nucleus {ECO:0000250}. Secreted. Note=May be secreted by a non-classical secretory pathway.	
P32455	Guanylate-binding protein 1 (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (HuGBP-1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	592	"Cytoplasm {ECO:0000269|PubMed:21151871}. Golgi apparatus membrane; Lipid-anchor {ECO:0000269|PubMed:21151871}; Cytoplasmic side. Cell membrane {ECO:0000269|PubMed:21151871}. Secreted. Note=Secreted from endothelial cells in the cerebrospinal fluid, upon bacterial challenge and independently of IFNG induction. Golgi membrane localization requires isoprenylation and the presence of another IFNG-induced factor."	
P32881	Interferon alpha-8 (IFN-alpha-8) (Interferon alpha-B) (LeIF B) (Interferon alpha-B2)	189	Secreted.	
P34096	Ribonuclease 4 (RNase 4) (EC 3.1.27.-)	147	Secreted.	
P34130	Neurotrophin-4 (NT-4) (Neurotrophin-5) (NT-5) (Neutrophic factor 4)	210	Secreted.	
P35052	Glypican-1 [Cleaved into: Secreted glypican-1]	558	"Cell membrane; Lipid-anchor, GPI-anchor; Extracellular side. Endosome. Note=S-nitrosylated form recycled in endosomes. Localizes to CAV1-containing vesicles close to the cell surface. Cleavage of heparan sulfate side chains takes place mainly in late endosomes. Associates with both forms of PRNP in lipid rafts. Colocalizes with APP in perinuclear compartments and with CP in intracellular compartments. Associates with fibrillar APP amyloid-beta peptides in lipid rafts in Alzheimer disease brains.; [Secreted glypican-1]: Secreted, extracellular space."	
P35070	Probetacellulin [Cleaved into: Betacellulin (BTC)]	178	"[Betacellulin]: Secreted, extracellular space.; [Probetacellulin]: Cell membrane; Single-pass type I membrane protein."	
P35225	Interleukin-13 (IL-13)	146	Secreted.	
P35247	Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D)	375	"Secreted, extracellular space, extracellular matrix. Secreted, extracellular space, surface film."	
P35318	Pro-adrenomedullin [Cleaved into: Adrenomedullin (AM); Proadrenomedullin N-20 terminal peptide (ProAM N-terminal 20 peptide) (PAMP) (ProAM-N20)]	185	Secreted.	
P35556	Fibrillin-2 [Cleaved into: Fibrillin-2 C-terminal peptide]	2912	"Secreted, extracellular space, extracellular matrix."	
P35625	Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	211	"Secreted, extracellular space, extracellular matrix."	
P35858	Insulin-like growth factor-binding protein complex acid labile subunit (ALS)	605	"Secreted, extracellular space."	
P35916	Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4)	1363	"Cell membrane {ECO:0000269|PubMed:20445537, ECO:0000269|PubMed:7898938}; Single-pass type I membrane protein. Cytoplasm {ECO:0000269|PubMed:16452200, ECO:0000269|PubMed:20445537}. Nucleus {ECO:0000269|PubMed:16452200}. Note=Ligand-mediated autophosphorylation leads to rapid internalization. {ECO:0000269|PubMed:20445537}.; [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Note=Ligand-mediated autophosphorylation leads to rapid internalization.; [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; [Isoform 3]: Secreted. Cytoplasm."	
