Entry	Protein names	Length	Subcellular location [CC]	mark
Q6PJF5	Inactive rhomboid protein 2 (iRhom2) (Rhomboid 5 homolog 2) (Rhomboid family member 2) (Rhomboid veinlet-like protein 5) (Rhomboid veinlet-like protein 6)	856	"Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q80WQ6}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q80WQ6}. Cell membrane {ECO:0000269|PubMed:22265016, ECO:0000269|PubMed:29897333}."	
Q8IYS0	Protein Aster-C (GRAM domain-containing protein 1C)	662	Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8CI52}; Single-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q8CI52}; Single-pass membrane protein {ECO:0000255}. Note=In lipid-poor conditions localizes to the ER membrane and in response to excess cholesterol in the PM is recruited to the endoplasmic reticulum-plasma membrane contact sites (EPCS). {ECO:0000250|UniProtKB:Q8CI52}.	
Q6PI25	Protein cornichon homolog 2 (CNIH-2) (Cornichon family AMPA receptor auxiliary protein 2) (Cornichon-like protein)	160	"Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Cell junction, synapse, postsynaptic density {ECO:0000250}. Note=Also localizes to the cell membrane of extrasynaptic sites (dendritic shafts, spines of pyramidal cells). {ECO:0000250}."	
Q9Y2P5	"Bile acyl-CoA synthetase (BACS) (EC 6.2.1.7) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Fatty acid transport protein 5) (FATP-5) (Fatty-acid-coenzyme A ligase, very long-chain 3) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase homolog 2) (VLCS-H2) (VLCSH2) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR)"	690	Endoplasmic reticulum membrane {ECO:0000269|PubMed:10479480}; Multi-pass membrane protein {ECO:0000255}. Microsome {ECO:0000250|UniProtKB:Q9ES38}. Cell membrane {ECO:0000250|UniProtKB:Q4LDG0}; Multi-pass membrane protein {ECO:0000255}.	
P50876	E3 ubiquitin-protein ligase RNF144A (EC 2.3.2.31) (RING finger protein 144A) (UbcM4-interacting protein 4) (Ubiquitin-conjugating enzyme 7-interacting protein 4)	292	Cell membrane {ECO:0000269|PubMed:24979766}; Single-pass membrane protein {ECO:0000305}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:24979766}.	
Q8ND76	Cyclin-Y (Cyc-Y) (Cyclin box protein 1) (Cyclin fold protein 1) (cyclin-X)	341	"Cell membrane {ECO:0000269|PubMed:18060517, ECO:0000269|PubMed:19524571, ECO:0000269|PubMed:20059949, ECO:0000269|PubMed:22184064}; Lipid-anchor {ECO:0000269|PubMed:18060517, ECO:0000269|PubMed:19524571, ECO:0000269|PubMed:20059949, ECO:0000269|PubMed:22184064}; Cytoplasmic side {ECO:0000269|PubMed:18060517, ECO:0000269|PubMed:19524571, ECO:0000269|PubMed:20059949, ECO:0000269|PubMed:22184064}.; [Isoform 3]: Nucleus."	
A6NC51	Modulator of macroautophagy TMEM150B (Protein DRAM-3) (Transmembrane protein 150B) (Transmembrane protein 224)	233	"Cell membrane {ECO:0000269|PubMed:25608530, ECO:0000269|PubMed:25929859}; Multi-pass membrane protein {ECO:0000269|PubMed:25608530}. Endosome membrane {ECO:0000269|PubMed:25929859}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000269|PubMed:25929859}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes mainly at the plasma membrane where it concentrates at actin-rich focal adhesions (PubMed:25608530, PubMed:25929859). {ECO:0000269|PubMed:25608530, ECO:0000269|PubMed:25929859}."	
O14975	"Very long-chain acyl-CoA synthetase (VLACS) (VLCS) (EC 6.2.1.-) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain-fatty-acid-CoA ligase)"	620	"Endoplasmic reticulum membrane {ECO:0000269|PubMed:11980911, ECO:0000269|PubMed:24269233}; Multi-pass membrane protein {ECO:0000255}. Peroxisome membrane {ECO:0000269|PubMed:10198260, ECO:0000269|PubMed:10640429}; Peripheral membrane protein {ECO:0000269|PubMed:10640429}. Cell membrane {ECO:0000250|UniProtKB:O35488}; Multi-pass membrane protein {ECO:0000255}. Microsome {ECO:0000269|PubMed:10640429}."	
Q14D04	Ventricular zone-expressed PH domain-containing protein homolog 1 (Protein melted)	833	Cell membrane {ECO:0000269|PubMed:26039994}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9VS24}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9VS24}.	
Q8IWE4	DCN1-like protein 3 (DCNL3) (DCUN1 domain-containing protein 3) (Defective in cullin neddylation protein 1-like protein 3) (Squamous cell carcinoma-related oncogene 3)	304	"Cell membrane {ECO:0000269|PubMed:19617556, ECO:0000269|PubMed:25349211, ECO:0000269|PubMed:26906416}. Cytoplasm {ECO:0000269|PubMed:18823379, ECO:0000269|PubMed:26906416}. Nucleus {ECO:0000269|PubMed:18823379, ECO:0000269|PubMed:26906416}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:18823379}. Note=After UVC treatment, the protein enters to the nucleus gradually (PubMed:18823379). Cell membrane localization is essential for CUL3 neddylation (PubMed:19617556). {ECO:0000269|PubMed:18823379, ECO:0000269|PubMed:19617556}."	
Q13332	Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma)	1948	"Cell membrane {ECO:0000269|PubMed:26231120}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:B0V2N1}. Perikaryon {ECO:0000250|UniProtKB:B0V2N1}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q64605}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q64605}. Cell junction, synapse, postsynaptic density {ECO:0000250|UniProtKB:Q64605}. Cell projection, neuron projection {ECO:0000250|UniProtKB:B0V2N1}. Cell projection, growth cone {ECO:0000250|UniProtKB:B0V2N1}. Note=Is rapidly internalized when dendritic cells are stimulated with the TLR9 ligand cytidine-phosphate-guanosine (CpG) (PubMed:26231120). Detected in a punctate pattern along neurites and axon growth cones (By similarity). {ECO:0000250|UniProtKB:B0V2N1, ECO:0000269|PubMed:26231120}."	
Q6UXZ0	Transmembrane and immunoglobulin domain-containing protein 1	262	Cell membrane {ECO:0000269|PubMed:26342724}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:26342724}.	
Q9NZ42	Gamma-secretase subunit PEN-2 (Presenilin enhancer protein 2)	101	"Endoplasmic reticulum membrane {ECO:0000269|PubMed:12522139, ECO:0000269|PubMed:12639958}; Multi-pass membrane protein {ECO:0000269|PubMed:12639958, ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:12522139, ECO:0000269|PubMed:12639958}; Multi-pass membrane protein {ECO:0000269|PubMed:12639958, ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Cell membrane {ECO:0000269|PubMed:24941111}; Multi-pass membrane protein {ECO:0000269|PubMed:12639958, ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517}. Membrane {ECO:0000269|PubMed:12198112}; Multi-pass membrane protein {ECO:0000269|PubMed:12639958, ECO:0000269|PubMed:25043039, ECO:0000269|PubMed:26280335, ECO:0000269|PubMed:26623517, ECO:0000269|PubMed:30598546, ECO:0000269|PubMed:30630874}. Note=Predominantly located in the endoplasmic reticulum and in the cis-Golgi. {ECO:0000269|PubMed:12639958}."	
Q86VE9	Serine incorporator 5	423	"Cell membrane {ECO:0000269|PubMed:26416733, ECO:0000269|PubMed:26416734}; Multi-pass membrane protein {ECO:0000255}.; Cytoplasm, perinuclear region {ECO:0000269|PubMed:26416734, ECO:0000305|PubMed:26416733}. Note=(Microbial infection) Upon HIV-1 infection, it is redirected to perinuclear region following interaction with HIV-1 Nef, excluding it from virions particles, thereby preventing subsequent antiviral defense activity (PubMed:26416733, PubMed:26416734). Localizes to the cell membrane, where it is efficiently incorporated into budding virions and impairs subsequent virion entry into target cells (PubMed:26416733, PubMed:26416734). {ECO:0000269|PubMed:26416734, ECO:0000305|PubMed:26416733}."	
Q86UF1	Tetraspanin-33 (Tspan-33) (Penumbra) (hPen) (Proerythroblast new membrane)	283	"Cell membrane {ECO:0000269|PubMed:26686862}; Multi-pass membrane protein {ECO:0000305}. Cell junction, adherens junction {ECO:0000269|PubMed:30463011}. Cytoplasm {ECO:0000269|PubMed:30463011}. Note=Is localized to zonula adherens by PLEKHA7 by a PDZD11-dependent interaction. {ECO:0000269|PubMed:30463011}."	
Q96GS6	Alpha/beta hydrolase domain-containing protein 17A (Abhydrolase domain-containing protein 17A) (EC 3.1.2.22)	310	"Cell membrane {ECO:0000269|PubMed:26701913}; Lipid-anchor {ECO:0000269|PubMed:26701913}; Cytoplasmic side {ECO:0000269|PubMed:26701913}. Endosome membrane {ECO:0000269|PubMed:26701913}; Lipid-anchor {ECO:0000269|PubMed:26701913}; Cytoplasmic side {ECO:0000269|PubMed:26701913}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q5XIJ5}. Cell junction, synapse, postsynaptic density membrane {ECO:0000250|UniProtKB:Q5XIJ5}."	
O43497	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)	2377	Cell membrane {ECO:0000269|PubMed:26715324}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:26715324}.	
P61006	Ras-related protein Rab-8A (Oncogene c-mel)	207	"Cell membrane {ECO:0000269|PubMed:26824392, ECO:0000305|PubMed:12221131}; Lipid-anchor {ECO:0000305|PubMed:12221131}; Cytoplasmic side {ECO:0000305|PubMed:12221131}. Golgi apparatus {ECO:0000269|PubMed:15837803}. Recycling endosome membrane {ECO:0000269|PubMed:19864458}. Cell projection, cilium {ECO:0000269|PubMed:21844891, ECO:0000269|PubMed:29125462}. Cytoplasmic vesicle, phagosome {ECO:0000269|PubMed:21255211}. Cytoplasmic vesicle, phagosome membrane {ECO:0000250|UniProtKB:Q92930}; Lipid-anchor {ECO:0000250|UniProtKB:Q92930}; Cytoplasmic side {ECO:0000250|UniProtKB:Q92930}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:P55258}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:30398148}. Midbody {ECO:0000269|PubMed:22159412}. Cytoplasm {ECO:0000269|PubMed:26824392}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:30398148}. Note=Colocalizes with OPTN at the Golgi complex and in vesicular structures close to the plasma membrane (PubMed:15837803). In the GDP-bound form, present in the perinuclear region (PubMed:12221131). Shows a polarized distribution to distal regions of cell protrusions in the GTP-bound form (PubMed:12221131). Colocalizes with PARD3, PRKCI, EXOC5, OCLN, PODXL and RAB11A in apical membrane initiation sites (AMIS) during the generation of apical surface and lumenogenesis (PubMed:20890297). Localizes to tubular recycling endosome (PubMed:19864458). Recruited to phagosomes containing S.aureus or M.tuberculosis (PubMed:21255211). Non-phosphorylated RAB8A predominantly localizes to the cytoplasm whereas phosphorylated RAB8A localizes to the membrane (PubMed:26824392, PubMed:29125462, PubMed:30398148). {ECO:0000269|PubMed:12221131, ECO:0000269|PubMed:15837803, ECO:0000269|PubMed:19864458, ECO:0000269|PubMed:20890297, ECO:0000269|PubMed:21255211, ECO:0000269|PubMed:26824392, ECO:0000269|PubMed:29125462, ECO:0000269|PubMed:30398148}."	
Q13224	"Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B) (N-methyl-D-aspartate receptor subunit 3) (NR3) (hNR3)"	1484	"Cell membrane {ECO:0000269|PubMed:26875626, ECO:0000269|PubMed:26919761, ECO:0000269|PubMed:28126851, ECO:0000269|PubMed:8768735}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q00960}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q00960}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q00960}. Late endosome {ECO:0000250|UniProtKB:Q01097}. Lysosome {ECO:0000250|UniProtKB:Q01097}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q01097}. Note=Co-localizes with the motor protein KIF17 along microtubules. {ECO:0000250|UniProtKB:Q01097}."	
Q9H4E5	Rho-related GTP-binding protein RhoJ (Ras-like protein family member 7B) (Tc10-like GTP-binding protein)	214	"Cell membrane {ECO:0000269|PubMed:27660391, ECO:0000269|PubMed:30158707}; Lipid-anchor {ECO:0000269|PubMed:30158707}; Cytoplasmic side {ECO:0000305}. Note=Localization to the plasma membrane is regulated by GLUL. {ECO:0000269|PubMed:30158707}."	
P28223	5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A)	471	"Cell membrane {ECO:0000269|PubMed:28129538}; Multi-pass membrane protein {ECO:0000305}. Cell projection, dendrite {ECO:0000250|UniProtKB:P35363}. Cell projection, axon {ECO:0000250|UniProtKB:P14842}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P14842}. Membrane, caveola {ECO:0000250|UniProtKB:P14842}. Cell junction, synapse, presynapse {ECO:0000250|UniProtKB:P14842}."	
Q14160	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	1630	"Cell membrane {ECO:0000269|PubMed:28169360}; Peripheral membrane protein. Cell junction {ECO:0000269|PubMed:27380321}. Cell junction, adherens junction. Cell projection, lamellipodium. Cytoplasm. Cell junction, synapse, postsynapse {ECO:0000269|PubMed:15182672}. Cell junction, synapse, presynapse {ECO:0000269|PubMed:15182672}. Note=Targeting to cell-cell junctions which is CDH1-dependent is required for the pro-apoptotic activity. In a subset of CD4+ T-cells, colocalizes with CRTAM at the immunological synapse during the late phase of T-cell activation (By similarity). {ECO:0000250|UniProtKB:Q80U72}."	
Q5VTT2	Protein C9orf135	229	Cell membrane {ECO:0000269|PubMed:28345668}; Single-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:28345668}.	
Q3MIW9	Mucin-like protein 3 (Diffuse panbronchiolitis critical region protein 1)	517	Cell membrane {ECO:0000269|PubMed:29242154}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:29242154}.	
P03999	Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP)	348	"Cell membrane {ECO:0000269|PubMed:2937147, ECO:0000269|PubMed:31380578, ECO:0000269|PubMed:31730232}; Multi-pass membrane protein {ECO:0000255}. Photoreceptor inner segment {ECO:0000250|UniProtKB:P51491}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:P51491}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:30168605}."	
Q9BX95	Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1)	441	Endoplasmic reticulum membrane {ECO:0000269|PubMed:12815058}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q9JI99}; Multi-pass membrane protein {ECO:0000255}.	
Q9H1Y3	Opsin-3 (Encephalopsin) (Panopsin)	402	"Cell membrane {ECO:0000269|PubMed:30168605, ECO:0000269|PubMed:31097585, ECO:0000269|PubMed:31380578, ECO:0000269|PubMed:31730232}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:30168605}."	
Q9Y6N7	Roundabout homolog 1 (Deleted in U twenty twenty) (H-Robo-1)	1651	"Cell membrane {ECO:0000269|PubMed:24560577}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:O89026}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:O55005}; Single-pass membrane protein {ECO:0000250|UniProtKB:O55005}. Note=Detected at growth cones in thalamus neurons. Detected at growth cones in thalamus neurons (By similarity). PRRG4 prevents cell surface location and both colocalize in the Endoplasmic reticulum/Golgi adjacent to the cell nucleus (By similarity). {ECO:0000250|UniProtKB:O55005, ECO:0000250|UniProtKB:O89026}."	
Q75V66	Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E)	913	"Endoplasmic reticulum membrane {ECO:0000269|PubMed:15124103}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:20056604, ECO:0000269|PubMed:22946059}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalized with CALR/calreticulin (PubMed:15124103). Shows an intracellular localization according to PubMed:22075693. {ECO:0000269|PubMed:15124103, ECO:0000269|PubMed:22075693}."	
Q96CW1	AP-2 complex subunit mu (AP-2 mu chain) (Adaptin-mu2) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (HA2 50 kDa subunit) (Plasma membrane adaptor AP-2 50 kDa protein)	435	"Cell membrane {ECO:0000269|PubMed:31104773}. Membrane, coated pit {ECO:0000269|PubMed:31104773}; Peripheral membrane protein; Cytoplasmic side. Note=AP-2 appears to be excluded from internalizing CCVs and to disengage from sites of endocytosis seconds before internalization of the nascent CCV. {ECO:0000250|UniProtKB:P84091}."	
P62070	Ras-related protein R-Ras2 (EC 3.6.5.-) (Ras-like protein TC21) (Teratocarcinoma oncogene)	204	Cell membrane {ECO:0000269|PubMed:31130282}; Lipid-anchor {ECO:0000269|PubMed:15308774}; Cytoplasmic side. Golgi apparatus membrane {ECO:0000269|PubMed:31130282}; Lipid-anchor {ECO:0000269|PubMed:15308774}.	
Q86WR0	Coiled-coil domain-containing protein 25	208	Cell membrane {ECO:0000269|PubMed:32528174}; Single-pass membrane protein {ECO:0000305|PubMed:32528174}. Endomembrane system {ECO:0000269|PubMed:32528174}. Note=Localizes to cytoplasmic membrane in tumor cells. {ECO:0000269|PubMed:32528174}.	
Q07912	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Tyrosine kinase non-receptor protein 2)	1038	"Cell membrane {ECO:0000269|PubMed:20333297, ECO:0000269|PubMed:20979614}. Nucleus {ECO:0000269|PubMed:14733946, ECO:0000269|PubMed:20333297}. Endosome {ECO:0000250|UniProtKB:O54967}. Cell junction, adherens junction {ECO:0000305}. Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:16137687}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:16137687, ECO:0000269|PubMed:18262180}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:21169560}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:20110370}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:O54967}. Note=The Tyr-284 phosphorylated form is found both in the membrane and nucleus (By similarity). Co-localizes with EGFR on endosomes (PubMed:20333297). Nuclear translocation is CDC42-dependent (By similarity). Detected in long filamentous cytosolic structures where it co-localizes with CTPS1 (By similarity). {ECO:0000250|UniProtKB:O54967, ECO:0000269|PubMed:20333297}."	
Q07157	Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1)	1748	"Cell membrane {ECO:0000269|PubMed:7798316}; Peripheral membrane protein {ECO:0000269|PubMed:7798316}; Cytoplasmic side {ECO:0000269|PubMed:7798316}. Cell junction, tight junction {ECO:0000269|PubMed:7798316}. Cell junction {ECO:0000269|PubMed:28169360}. Cell junction, gap junction. Cell projection, podosome {ECO:0000269|PubMed:20930113}. Note=Moves from the cytoplasm to the cell membrane concurrently with cell-cell contact (PubMed:7798316). At podosomal sites, is predominantly localized in the ring structure surrounding the actin core (PubMed:20930113). Colocalizes with SPEF1 at sites of cell-cell contact in intestinal epithelial cells (PubMed:31473225). {ECO:0000269|PubMed:20930113, ECO:0000269|PubMed:31473225, ECO:0000269|PubMed:7798316}."	
Q16617	Protein NKG7 (G-CSF-induced gene 1 protein) (GIG-1 protein) (Granule membrane protein of 17 kDa) (GMP-17) (Natural killer cell protein 7) (p15-TIA-1)	165	"Cell membrane {ECO:0000269|PubMed:8570616}; Multi-pass membrane protein {ECO:0000269|PubMed:8570616}. Cytoplasmic granule membrane {ECO:0000269|PubMed:8570616}; Multi-pass membrane protein {ECO:0000269|PubMed:8570616}. Note=Cytoplasmic granules of cytolytic T-lymphocytes, NK cells, and neutrophils."	
P29074	Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1)	926	"Cell membrane {ECO:0000269|PubMed:8910369}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:8910369}. Cytoplasm {ECO:0000269|PubMed:20086240, ECO:0000269|PubMed:8910369}."	
P27105	Stomatin (Erythrocyte band 7 integral membrane protein) (Erythrocyte membrane protein band 7.2) (Protein 7.2b)	288	"Cell membrane {ECO:0000269|PubMed:9243190}; Peripheral membrane protein {ECO:0000269|PubMed:9243190}; Cytoplasmic side {ECO:0000269|PubMed:9243190}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9243190}. Cell membrane {ECO:0000269|PubMed:12130500}; Lipid-anchor {ECO:0000269|PubMed:12130500}; Cytoplasmic side {ECO:0000269|PubMed:12130500}. Membrane raft {ECO:0000269|PubMed:12130500, ECO:0000269|PubMed:23219802}. Melanosome {ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:17081065}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P54116}. Note=Localizes to juxtanuclear structure probably derived from the Golgi apparatus (PubMed:9243190). Colocalizes with cortical actin microfilaments at small plasma membrane protrusions (PubMed:9243190). Associates with alpha-granular lipid rafts (PubMed:12130500). Translocates from the alpha-granular lipid rafts to the cell membrane on thrombin activation and selectively enriched in released microvesicles (PubMed:12130500). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:12643545). {ECO:0000269|PubMed:12130500, ECO:0000269|PubMed:12643545, ECO:0000269|PubMed:9243190}."	
O14654	Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160)	1257	Cell membrane {ECO:0000269|PubMed:9553137}; Peripheral membrane protein {ECO:0000269|PubMed:9553137}; Cytoplasmic side {ECO:0000269|PubMed:9553137}.	
Q04609	Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase)	750	Cell membrane {ECO:0000269|PubMed:9809977}; Single-pass type II membrane protein {ECO:0000269|PubMed:9809977}.; [Isoform PSMA']: Cytoplasm {ECO:0000269|PubMed:9809977}.	
Q8NFJ5	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)	357	"Cell membrane {ECO:0000269|PubMed:9857033}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:9857033}; Multi-pass membrane protein {ECO:0000255}. Note=Localized in perinuclear vesicles, probably Golgi-associated vesicles. {ECO:0000269|PubMed:18000218}."	
Q8TCT9	Minor histocompatibility antigen H13 (EC 3.4.23.-) (Intramembrane protease 1) (IMP-1) (IMPAS-1) (hIMP1) (Presenilin-like protein 3) (Signal peptide peptidase)	377	"Endoplasmic reticulum membrane {ECO:0000269|PubMed:15998642}; Multi-pass membrane protein {ECO:0000305}. Membrane {ECO:0000269|PubMed:12077416, ECO:0000269|PubMed:15385547}; Multi-pass membrane protein {ECO:0000305}; Lumenal side {ECO:0000269|PubMed:12077416, ECO:0000269|PubMed:15385547}.; [Isoform 4]: Cell membrane {ECO:0000250|UniProtKB:Q9D8V0}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9D8V0}."	
P29992	Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (Guanine nucleotide-binding protein G(y) subunit alpha)	359	"Cell membrane {ECO:0000305|PubMed:18703424}; Lipid-anchor {ECO:0000305|PubMed:18703424}. Cytoplasm {ECO:0000269|PubMed:18703424}. Note=In testicular cells, expressed exclusively in the cytoplasm."	
O95049	Tight junction protein ZO-3 (Tight junction protein 3) (Zona occludens protein 3) (Zonula occludens protein 3)	919	"Cell membrane {ECO:0000269|PubMed:21411630}; Peripheral membrane protein {ECO:0000269|PubMed:21411630}; Cytoplasmic side {ECO:0000269|PubMed:21411630}. Cell junction, tight junction {ECO:0000269|PubMed:21411630, ECO:0000269|PubMed:23608536}. Nucleus {ECO:0000269|PubMed:23608536}. Note=Exhibits predominant nuclear expression in proliferating cells but is exclusively junctionally expressed after confluence is reached (PubMed:23608536). Shows an epithelial-specific tight junction localization in a TJP1/TJP2-dependent fashion (By similarity). {ECO:0000250|UniProtKB:Q9QXY1, ECO:0000269|PubMed:23608536}."	
P43405	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	635	"Cell membrane {ECO:0000305}. Cytoplasm, cytosol {ECO:0000305}."	
Q96S79	Ras-like protein family member 10B (EC 3.6.5.2) (Ras-like protein VTS58635) (Ras-related protein 17) (RRP17)	203	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
P59190	Ras-related protein Rab-15	212	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q12829	Ras-related protein Rab-40B (SOCS box-containing protein RAR) (Protein Rar)	278	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
O14807	Ras-related protein M-Ras (EC 3.6.5.2) (Ras-related protein R-Ras3)	208	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q96E17	Ras-related protein Rab-3C	227	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
Q7Z6P3	Ras-related protein Rab-44	1021	Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.	
