Entry	Protein names	Length	Subcellular location [CC]	mark
P78537	Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14)	153	"Mitochondrion intermembrane space {ECO:0000269|PubMed:22309213}. Mitochondrion matrix {ECO:0000269|PubMed:22309213}. Cytoplasm, cytosol {ECO:0000269|PubMed:22309213}. Lysosome membrane {ECO:0000305|PubMed:25898167}."	
O95299	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)"	355	Mitochondrion matrix {ECO:0000305|PubMed:12611891}.	1
Q8WXI4	Acyl-coenzyme A thioesterase 11 (Acyl-CoA thioesterase 11) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase) (BFIT) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	607	Mitochondrion matrix {ECO:0000269|PubMed:22897136}. Cytoplasm {ECO:0000269|PubMed:22897136}.	
P05091	"Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)"	517	Mitochondrion matrix.	
Q13268	"Dehydrogenase/reductase SDR family member 2, mitochondrial (EC 1.1.1.-) (Dicarbonyl reductase HEP27) (Protein D) (Short chain dehydrogenase/reductase family 25C member 1)"	280	"Mitochondrion matrix. Nucleus. Note=A minor fraction of the protein is translocated from the mitochondria to the nucleus, after cleavage of the targeting signal."	
Q16795	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Complex I-39kD) (CI-39kD) (NADH-ubiquinone oxidoreductase 39 kDa subunit)"	377	Mitochondrion matrix {ECO:0000305|PubMed:12611891}.	1
P36639	"7,8-dihydro-8-oxoguanine triphosphatase (EC 3.6.1.55) (2-hydroxy-dATP diphosphatase) (EC 3.6.1.56) (8-oxo-dGTPase) (Nucleoside diphosphate-linked moiety X motif 1) (Nudix motif 1)"	197	"[Isoform p18]: Cytoplasm, cytosol {ECO:0000269|PubMed:12857738, ECO:0000269|PubMed:16607562, ECO:0000269|PubMed:7782328}. Mitochondrion matrix {ECO:0000269|PubMed:7782328, ECO:0000305|PubMed:12857738, ECO:0000305|PubMed:16607562}. Nucleus {ECO:0000269|PubMed:12857738, ECO:0000269|PubMed:7782328}. Note=Mostly present in cytosol (PubMed:7782328). A minor proportion is mitochondrial (PubMed:7782328). A very small amount of the protein is associated with nuclei (PubMed:7782328). Variant Met-124 has decreased efficiency in translocation to mitochondria (PubMed:16607562). {ECO:0000269|PubMed:16607562, ECO:0000269|PubMed:7782328}.; [Isoform p26]: Mitochondrion matrix {ECO:0000269|PubMed:16607562}."	
P05166	"Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)"	539	Mitochondrion matrix {ECO:0000305|PubMed:16023992}.	1
P30084	"Enoyl-CoA hydratase, mitochondrial (EC 4.2.1.17) (Enoyl-CoA hydratase 1) (Short-chain enoyl-CoA hydratase) (SCEH)"	290	Mitochondrion matrix.	
A6NFY7	"Succinate dehydrogenase assembly factor 1, mitochondrial (SDH assembly factor 1) (SDHAF1) (LYR motif-containing protein 8)"	115	Mitochondrion matrix {ECO:0000305|PubMed:19465911}.	1
Q8IZ52	Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)	775	"[Isoform 1]: Golgi apparatus, Golgi stack membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Cytoplasm, cytosol {ECO:0000269|PubMed:22082830}.; [Isoform 3]: Cytoplasm, cytosol {ECO:0000269|PubMed:22082830}. Mitochondrion {ECO:0000269|PubMed:22082830}.; [Isoform 2]: Mitochondrion matrix {ECO:0000269|PubMed:22082830}."	
P31415	"Calsequestrin-1 (Calmitine) (Calsequestrin, skeletal muscle isoform)"	396	"Endoplasmic reticulum {ECO:0000269|PubMed:27185316, ECO:0000269|PubMed:28895244}. Sarcoplasmic reticulum {ECO:0000269|PubMed:27196359}. Sarcoplasmic reticulum lumen {ECO:0000250|UniProtKB:P07221}. Sarcoplasmic reticulum membrane; Peripheral membrane protein; Lumenal side {ECO:0000250|UniProtKB:P07221}. Mitochondrion matrix {ECO:0000250|UniProtKB:O09165}. Note=This isoform of calsequestrin occurs in the sarcoplasmic reticulum's terminal cisternae luminal spaces of fast skeletal muscle cells. Preferentially forms linear and round aggregates in the endoplasmic reticulum (ER) of resting cells (PubMed:28895244). In a minority of cells, homogeneously detected in the ER lumen (PubMed:28895244). Colocalizes with STIM1 at endoplasmic reticulum in response to a depletion of intracellular calcium (PubMed:27185316). {ECO:0000250|UniProtKB:P07221, ECO:0000269|PubMed:27185316, ECO:0000269|PubMed:28895244}."	
Q13057	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	564	"Cytoplasm {ECO:0000269|PubMed:24360804}. Mitochondrion matrix {ECO:0000269|PubMed:24360804}. Note=The protein is mainly present in the mitochondrial matrix, probably anchored to the inner mitochondrial membrane, but is also present in cell lysate. {ECO:0000269|PubMed:24360804}."	
Q6P4F2	"Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)"	186	"Mitochondrion {ECO:0000269|PubMed:20547883, ECO:0000269|PubMed:24281368}. Mitochondrion matrix {ECO:0000250}."	
P38117	Electron transfer flavoprotein subunit beta (Beta-ETF)	255	"Mitochondrion matrix {ECO:0000305|PubMed:25023281, ECO:0000305|PubMed:8504797}."	1
Q8N159	"N-acetylglutamate synthase, mitochondrial (EC 2.3.1.1) (Amino-acid acetyltransferase) [Cleaved into: N-acetylglutamate synthase long form; N-acetylglutamate synthase short form; N-acetylglutamate synthase conserved domain form]"	534	Mitochondrion matrix {ECO:0000305|PubMed:7126172}.	1
Q16836	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)"	314	Mitochondrion matrix {ECO:0000305|PubMed:8687463}.	1
Q96GW9	"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)"	593	Mitochondrion matrix {ECO:0000305}.	1
P13804	"Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)"	333	Mitochondrion matrix {ECO:0000305}.	1
Q12849	G-rich sequence factor 1 (GRSF-1)	480	"[Isoform 1]: Mitochondrion matrix {ECO:0000269|PubMed:23473033, ECO:0000269|PubMed:23473034, ECO:0000269|PubMed:25683715, ECO:0000269|PubMed:29967381}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000269|PubMed:23473033, ECO:0000269|PubMed:23473034, ECO:0000269|PubMed:25683715}.; [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:23473034}."	
Q96RR1	"Twinkle protein, mitochondrial (EC 3.6.4.12) (Progressive external ophthalmoplegia 1 protein) (T7 gp4-like protein with intramitochondrial nucleoid localization) (T7-like mitochondrial DNA helicase) (Twinkle mtDNA helicase)"	684	"Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:11431692}. Note=Colocalizes with mtDNA in mitochondrial nucleoids, a nucleoproteins complex consisting of a number of copies of proteins associated with mtDNA, probably involved in mtDNA maintenance and expression."	1
Q99714	3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)	261	"Mitochondrion {ECO:0000269|PubMed:12917011, ECO:0000269|PubMed:18984158}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:24703694}."	
Q8N3J2	N(6)-adenine-specific methyltransferase METTL4 (Methyltransferase-like protein 4) (N(6)-adenine-specific DNA methyltransferase METTL4) (EC 2.1.1.72) (snRNA (2'-O-methyladenosine-N(6)-)-methyltransferase METTL4) (EC 2.1.1.-)	472	"Nucleus {ECO:0000269|PubMed:31913360, ECO:0000269|PubMed:32183942}. Cytoplasm, cytosol {ECO:0000269|PubMed:32183942}. Mitochondrion matrix {ECO:0000269|PubMed:32183942}."	
Q7L0Y3	tRNA methyltransferase 10 homolog C (HBV pre-S2 trans-regulated protein 2) (Mitochondrial ribonuclease P protein 1) (Mitochondrial RNase P protein 1) (RNA (guanine-9-)-methyltransferase domain-containing protein 1) (Renal carcinoma antigen NY-REN-49) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-) (tRNA (adenine(9)-N(1))-methyltransferase) (EC 2.1.1.218) (tRNA (guanine(9)-N(1))-methyltransferase) (EC 2.1.1.221)	403	"Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:18984158, ECO:0000269|PubMed:23473034, ECO:0000269|PubMed:24703694}."	1
P08559	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)"	390	Mitochondrion matrix.	
Q9NYY8	"FAST kinase domain-containing protein 2, mitochondrial"	710	"Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:20869947, ECO:0000269|PubMed:25683715}. Mitochondrion matrix {ECO:0000305|PubMed:18771761}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000269|PubMed:25683715}."	1
Q7L8L6	"FAST kinase domain-containing protein 5, mitochondrial"	764	"Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:20869947, ECO:0000269|PubMed:25683715}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000269|PubMed:25683715}."	1
Q9Y3B8	"Oligoribonuclease, mitochondrial (EC 3.1.-.-) (RNA exonuclease 2 homolog) (Small fragment nuclease)"	237	[Isoform 1]: Mitochondrion intermembrane space. Mitochondrion matrix.; [Isoform 2]: Nucleus.; [Isoform 3]: Cytoplasm.	
Q9BRT2	Ubiquinol-cytochrome-c reductase complex assembly factor 2 (Breast cancer-associated protein SGA-81M) (Mitochondrial nucleoid factor 1) (Mitochondrial protein M19)	126	"Mitochondrion matrix, mitochondrion nucleoid. Mitochondrion. Mitochondrion intermembrane space {ECO:0000250}. Mitochondrion matrix {ECO:0000250}. Mitochondrion inner membrane {ECO:0000250}. Note=Predominantly expressed in the mitochondrial inner membrane. {ECO:0000250}."	1
P04637	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	393	"Cytoplasm {ECO:0000269|PubMed:15340061, ECO:0000269|PubMed:15701641, ECO:0000269|PubMed:17170702, ECO:0000269|PubMed:19011621, ECO:0000269|PubMed:21597459, ECO:0000269|PubMed:22726440}. Nucleus {ECO:0000269|PubMed:15340061, ECO:0000269|PubMed:15701641, ECO:0000269|PubMed:17170702, ECO:0000269|PubMed:17591690, ECO:0000269|PubMed:18206965, ECO:0000269|PubMed:19011621, ECO:0000269|PubMed:21597459}. Nucleus, PML body {ECO:0000269|PubMed:11025664, ECO:0000269|PubMed:12810724}. Endoplasmic reticulum {ECO:0000269|PubMed:17170702}. Mitochondrion matrix {ECO:0000269|PubMed:22726440, ECO:0000269|PubMed:27323408}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:28842590}. Note=Interaction with BANP promotes nuclear localization (PubMed:15701641). Recruited into PML bodies together with CHEK2 (PubMed:12810724). Translocates to mitochondria upon oxidative stress (PubMed:22726440). Translocates to mitochondria in response to mitomycin C treatment (PubMed:27323408). {ECO:0000269|PubMed:12810724, ECO:0000269|PubMed:15701641, ECO:0000269|PubMed:22726440, ECO:0000269|PubMed:27323408}.; [Isoform 1]: Nucleus {ECO:0000269|PubMed:23752197}. Cytoplasm. Note=Predominantly nuclear but localizes to the cytoplasm when expressed with isoform 4.; [Isoform 2]: Nucleus. Cytoplasm. Note=Localized mainly in the nucleus with minor staining in the cytoplasm.; [Isoform 3]: Nucleus. Cytoplasm. Note=Localized in the nucleus in most cells but found in the cytoplasm in some cells.; [Isoform 4]: Nucleus. Cytoplasm. Note=Predominantly nuclear but translocates to the cytoplasm following cell stress.; [Isoform 7]: Nucleus. Cytoplasm. Note=Localized mainly in the nucleus with minor staining in the cytoplasm.; [Isoform 8]: Nucleus. Cytoplasm. Note=Localized in both nucleus and cytoplasm in most cells. In some cells, forms foci in the nucleus that are different from nucleoli.; [Isoform 9]: Cytoplasm."	
O14874	"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)"	412	Mitochondrion matrix. Mitochondrion {ECO:0000269|PubMed:24449431}.	1
P22033	"Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)"	750	Mitochondrion matrix {ECO:0000269|PubMed:24458}. Mitochondrion {ECO:0000269|PubMed:28943303}. Cytoplasm {ECO:0000269|PubMed:28943303}.	
O76031	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	633	"Mitochondrion. Mitochondrion matrix, mitochondrion nucleoid."	1
Q86XF0	"Dihydrofolate reductase 2, mitochondrial (Dihydrofolate reductase, mitochondrial) (EC 1.5.1.3) (Dihydrofolate reductase-like protein 1)"	187	"Mitochondrion {ECO:0000269|PubMed:21876184, ECO:0000269|PubMed:21876188}. Mitochondrion matrix {ECO:0000269|PubMed:21876188}. Mitochondrion inner membrane {ECO:0000269|PubMed:21876188}."	
